#Name,n_Name,JD,Band,l_mag,mag,e_mag,Source
T Pyx,e,2422529.90000,V,,11.600,0.15,AAVSO
T Pyx,e,2439467.14000,V,,12.900,0.15,AAVSO
T Pyx,e,2439467.15000,V,,12.700,0.15,AAVSO
T Pyx,e,2439468.94000,V,,9.200,0.15,AAVSO
T Pyx,e,2439468.95000,V,,9.300,0.15,AAVSO
T Pyx,e,2439468.96000,V,,9.200,0.15,AAVSO
T Pyx,e,2439468.97000,V,,9.200,0.15,AAVSO
T Pyx,e,2439468.98000,V,,9.200,0.15,AAVSO
T Pyx,e,2439468.99000,V,,9.200,0.15,AAVSO
T Pyx,e,2439469.01000,V,,9.200,0.15,AAVSO
T Pyx,e,2439469.02000,V,,9.200,0.15,AAVSO
T Pyx,e,2439469.12000,V,,8.800,0.15,AAVSO
T Pyx,e,2439470.12000,V,,8.500,0.15,AAVSO
T Pyx,e,2439470.92000,V,,8.200,0.15,AAVSO
T Pyx,e,2439472.06000,V,,8.600,0.15,AAVSO
T Pyx,e,2439472.07000,V,,8.400,0.15,AAVSO
T Pyx,e,2439472.92000,V,,7.700,0.15,AAVSO
T Pyx,e,2439473.97000,V,,7.900,0.15,AAVSO
T Pyx,e,2439474.03000,V,,8.000,0.15,AAVSO
T Pyx,e,2439474.05000,V,,7.700,0.15,AAVSO
T Pyx,e,2439474.95000,V,,7.700,0.15,AAVSO
T Pyx,e,2439475.03000,V,,7.700,0.15,AAVSO
T Pyx,e,2439475.12000,V,,7.800,0.15,AAVSO
T Pyx,e,2439475.13000,V,,7.900,0.15,AAVSO
T Pyx,e,2439476.03000,V,,7.700,0.15,AAVSO
T Pyx,e,2439476.09000,V,,7.600,0.15,AAVSO
T Pyx,e,2439477.14000,V,,8.000,0.15,AAVSO
T Pyx,e,2439477.91000,V,,7.800,0.15,AAVSO
T Pyx,e,2439478.02000,V,,7.600,0.15,AAVSO
T Pyx,e,2439478.98000,V,,8.000,0.15,AAVSO
T Pyx,e,2439479.08000,V,,7.800,0.15,AAVSO
T Pyx,e,2439479.91000,V,,7.700,0.15,AAVSO
T Pyx,e,2439479.95000,V,,7.800,0.15,AAVSO
T Pyx,e,2439480.02000,V,,7.500,0.15,AAVSO
T Pyx,e,2439481.02000,V,,7.500,0.15,AAVSO
T Pyx,e,2439481.09000,V,,8.000,0.15,AAVSO
T Pyx,e,2439481.16000,V,,8.200,0.15,AAVSO
T Pyx,e,2439481.21000,V,,8.100,0.15,AAVSO
T Pyx,e,2439482.00000,V,,8.000,0.15,AAVSO
T Pyx,e,2439482.97000,V,,8.000,0.15,AAVSO
T Pyx,e,2439483.00000,V,,8.000,0.15,AAVSO
T Pyx,e,2439483.01000,V,,8.000,0.15,AAVSO
T Pyx,e,2439484.03000,V,,8.000,0.15,AAVSO
T Pyx,e,2439484.13000,V,,7.800,0.15,AAVSO
T Pyx,e,2439484.95000,V,,7.800,0.15,AAVSO
T Pyx,e,2439484.99000,V,,7.800,0.15,AAVSO
T Pyx,e,2439485.01000,V,,7.800,0.15,AAVSO
T Pyx,e,2439485.15000,V,,7.900,0.15,AAVSO
T Pyx,e,2439485.80000,V,,8.000,0.15,AAVSO
T Pyx,e,2439485.95000,V,,7.900,0.15,AAVSO
T Pyx,e,2439485.98000,V,,8.000,0.15,AAVSO
T Pyx,e,2439485.99000,V,,7.700,0.15,AAVSO
T Pyx,e,2439486.08000,V,,7.700,0.15,AAVSO
T Pyx,e,2439486.14000,V,,7.800,0.15,AAVSO
T Pyx,e,2439486.97000,V,,7.700,0.15,AAVSO
T Pyx,e,2439488.06000,V,,7.200,0.15,AAVSO
T Pyx,e,2439488.92000,V,,7.900,0.15,AAVSO
T Pyx,e,2439489.99000,V,,8.000,0.15,AAVSO
T Pyx,e,2439490.06000,V,,7.500,0.15,AAVSO
T Pyx,e,2439490.94000,V,,7.600,0.15,AAVSO
T Pyx,e,2439490.95000,V,,7.600,0.15,AAVSO
T Pyx,e,2439490.96000,V,,7.300,0.15,AAVSO
T Pyx,e,2439490.97000,V,,8.100,0.15,AAVSO
T Pyx,e,2439490.98000,V,,7.600,0.15,AAVSO
T Pyx,e,2439491.99000,V,,7.700,0.15,AAVSO
T Pyx,e,2439492.02000,V,,7.400,0.15,AAVSO
T Pyx,e,2439492.96000,V,,6.900,0.15,AAVSO
T Pyx,e,2439492.97000,V,,7.100,0.15,AAVSO
T Pyx,e,2439492.99000,V,,7.500,0.15,AAVSO
T Pyx,e,2439493.00000,V,,6.900,0.15,AAVSO
T Pyx,e,2439493.06000,V,,7.600,0.15,AAVSO
T Pyx,e,2439493.10000,V,,6.900,0.15,AAVSO
T Pyx,e,2439493.96000,V,,7.900,0.15,AAVSO
T Pyx,e,2439494.02000,V,,7.900,0.15,AAVSO
T Pyx,e,2439494.06000,V,,8.000,0.15,AAVSO
T Pyx,e,2439494.20000,V,,8.000,0.15,AAVSO
T Pyx,e,2439494.52300,V,,7.800,0.15,AAVSO
T Pyx,e,2439494.56300,V,,7.900,0.15,AAVSO
T Pyx,e,2439494.56500,V,,7.800,0.15,AAVSO
T Pyx,e,2439494.60000,V,,8.200,0.15,AAVSO
T Pyx,e,2439494.97000,V,,7.100,0.15,AAVSO
T Pyx,e,2439495.60000,V,,8.000,0.15,AAVSO
T Pyx,e,2439495.80000,V,,7.100,0.15,AAVSO
T Pyx,e,2439495.96000,V,,6.700,0.15,AAVSO
T Pyx,e,2439495.97000,V,,7.400,0.15,AAVSO
T Pyx,e,2439496.00000,V,,6.900,0.15,AAVSO
T Pyx,e,2439496.53500,V,,7.600,0.15,AAVSO
T Pyx,e,2439496.54500,V,,8.000,0.15,AAVSO
