#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
GK Per,2415437.700,0.70,1,2.70,--,V
GK Per,2415438.500,1.50,24,0.86,--,V
GK Per,2415439.500,2.50,35,0.19,--,V
GK Per,2415440.500,3.50,58,0.57,--,V
GK Per,2415441.500,4.50,74,1.02,--,V
GK Per,2415442.500,5.50,85,1.43,--,V
GK Per,2415443.500,6.50,77,1.78,--,V
GK Per,2415444.500,7.50,66,1.79,--,V
GK Per,2415445.500,8.50,65,2.15,--,V
GK Per,2415446.500,9.50,46,2.20,--,V
GK Per,2415447.500,10.50,56,2.34,--,V
GK Per,2415448.500,11.50,24,2.52,--,V
GK Per,2415449.500,12.50,52,2.54,--,V
GK Per,2415450.500,13.50,74,2.98,--,V
GK Per,2415451.500,14.50,75,3.01,--,V
GK Per,2415452.500,15.50,52,3.13,--,V
GK Per,2415453.500,16.50,35,3.44,--,V
GK Per,2415454.500,17.50,22,3.35,--,V
GK Per,2415455.500,18.50,32,3.62,--,V
GK Per,2415456.500,19.50,49,3.35,--,V
GK Per,2415457.500,20.50,48,3.77,--,V
GK Per,2415458.500,21.50,52,3.59,--,V
GK Per,2415459.500,22.50,53,3.74,--,V
GK Per,2415460.500,23.50,65,3.95,--,V
GK Per,2415461.500,24.50,47,3.92,--,V
GK Per,2415462.500,25.50,37,3.82,--,V
GK Per,2415463.300,26.30,22,4.99,--,V
GK Per,2415463.600,26.60,18,4.89,--,V
GK Per,2415464.300,27.30,31,3.69,--,V
GK Per,2415464.600,27.60,5,3.74,--,V
GK Per,2415465.300,28.30,54,3.94,--,V
GK Per,2415465.600,28.60,20,4.61,--,V
GK Per,2415466.300,29.30,36,5.28,--,V
GK Per,2415466.600,29.60,29,4.46,--,V
GK Per,2415467.300,30.30,39,3.98,--,V
GK Per,2415467.600,30.60,14,3.80,--,V
GK Per,2415468.300,31.30,51,4.20,--,V
GK Per,2415468.600,31.60,7,4.27,--,V
GK Per,2415469.300,32.30,39,5.21,--,V
GK Per,2415469.600,32.60,4,5.22,--,V
GK Per,2415470.300,33.30,53,4.24,--,V
GK Per,2415470.600,33.60,6,3.88,--,V
GK Per,2415471.300,34.30,51,4.03,--,V
GK Per,2415471.600,34.60,15,4.19,--,V
GK Per,2415472.300,35.30,56,4.85,--,V
GK Per,2415472.700,35.70,9,4.74,--,V
GK Per,2415473.300,36.30,43,4.80,--,V
GK Per,2415473.600,36.60,15,4.65,--,V
GK Per,2415474.300,37.30,37,4.23,--,V
GK Per,2415474.600,37.60,17,4.20,--,V
GK Per,2415475.300,38.30,18,4.44,--,V
GK Per,2415475.600,38.60,14,4.27,--,V
GK Per,2415476.300,39.30,32,4.34,--,V
GK Per,2415476.600,39.60,11,4.15,--,V
GK Per,2415477.400,40.40,23,5.19,--,V
GK Per,2415477.600,40.60,5,5.28,--,V
GK Per,2415478.300,41.30,10,5.39,--,V
GK Per,2415478.600,41.60,7,5.35,--,V
GK Per,2415479.300,42.30,39,4.33,--,V
GK Per,2415479.600,42.60,4,4.01,--,V
GK Per,2415480.300,43.30,34,4.50,--,V
GK Per,2415480.600,43.60,2,4.49,--,V
GK Per,2415481.300,44.30,21,5.53,--,V
GK Per,2415481.700,44.70,3,5.23,--,V
GK Per,2415482.300,45.30,33,5.61,--,V
GK Per,2415482.600,45.60,5,5.50,--,V
GK Per,2415483.300,46.30,28,4.51,--,V
GK Per,2415483.600,46.60,8,4.17,--,V
GK Per,2415484.300,47.30,39,4.49,--,V
GK Per,2415484.600,47.60,9,4.69,--,V
GK Per,2415485.300,48.30,27,5.50,--,V
GK Per,2415485.600,48.60,8,5.47,--,V
GK Per,2415486.300,49.30,38,5.59,--,V
GK Per,2415486.600,49.60,7,5.44,--,V
GK Per,2415487.300,50.30,26,5.14,--,V
GK Per,2415487.600,50.60,8,4.48,--,V
GK Per,2415488.300,51.30,21,4.45,--,V
GK Per,2415488.600,51.60,11,4.55,--,V
GK Per,2415489.300,52.30,22,5.47,--,V
GK Per,2415489.700,52.70,6,5.55,--,V
GK Per,2415490.300,53.30,30,5.74,--,V
GK Per,2415490.600,53.60,4,5.58,--,V
GK Per,2415491.400,54.40,35,5.66,--,V
GK Per,2415491.600,54.60,7,5.58,--,V
GK Per,2415492.300,55.30,35,5.10,--,V
GK Per,2415492.600,55.60,6,4.76,--,V
GK Per,2415493.400,56.40,72,4.41,--,V
GK Per,2415493.600,56.60,5,4.52,--,V
GK Per,2415494.400,57.40,60,5.43,--,V
GK Per,2415494.600,57.60,10,5.48,--,V
GK Per,2415495.400,58.40,66,5.69,--,V
GK Per,2415495.600,58.60,8,5.62,--,V
GK Per,2415496.400,59.40,45,5.81,--,V
GK Per,2415496.600,59.60,4,5.58,--,V
GK Per,2415497.400,60.40,49,5.64,--,V
GK Per,2415497.600,60.60,4,4.76,--,V
GK Per,2415498.300,61.30,61,4.38,--,V
GK Per,2415498.600,61.60,6,4.26,--,V
GK Per,2415499.400,62.40,38,5.42,--,V
GK Per,2415499.600,62.60,4,5.62,--,V
GK Per,2415500.400,63.40,34,5.85,--,V
GK Per,2415500.600,63.60,7,5.53,--,V
GK Per,2415501.400,64.40,20,5.80,--,V
GK Per,2415501.600,64.60,18,5.69,--,V
GK Per,2415502.400,65.40,24,4.51,--,V
GK Per,2415502.600,65.60,21,4.28,--,V
GK Per,2415503.300,66.30,17,5.33,--,V
GK Per,2415503.600,66.60,11,5.45,--,V
GK Per,2415504.400,67.40,14,5.87,--,V
GK Per,2415504.600,67.60,4,5.56,--,V
GK Per,2415505.400,68.40,11,5.73,--,V
GK Per,2415506.400,69.40,12,5.70,--,V
GK Per,2415506.600,69.60,9,5.30,--,V
GK Per,2415507.400,70.40,13,4.47,--,V
GK Per,2415507.600,70.60,3,4.63,--,V
GK Per,2415508.400,71.40,26,5.65,--,V
GK Per,2415508.600,71.60,12,5.58,--,V
GK Per,2415509.400,72.40,24,5.88,--,V
GK Per,2415509.600,72.60,9,5.88,--,V
GK Per,2415510.400,73.40,16,5.81,--,V
GK Per,2415510.600,73.60,2,5.98,--,V
GK Per,2415511.400,74.40,12,5.76,--,V
GK Per,2415511.600,74.60,8,5.71,--,V
GK Per,2415512.400,75.40,10,4.98,--,V
GK Per,2415512.600,75.60,9,4.46,--,V
GK Per,2415513.400,76.40,9,4.87,--,V
GK Per,2415513.600,76.60,8,5.14,--,V
GK Per,2415514.400,77.40,11,5.84,--,V
GK Per,2415514.600,77.60,3,6.05,--,V
GK Per,2415515.300,78.30,8,5.76,--,V
GK Per,2415515.700,78.70,1,6.00,--,V
GK Per,2415516.400,79.40,8,5.95,--,V
GK Per,2415516.700,79.70,2,5.79,--,V
GK Per,2415517.400,80.40,16,5.32,--,V
GK Per,2415517.700,80.70,4,5.46,--,V
GK Per,2415518.400,81.40,23,4.98,--,V
GK Per,2415518.600,81.60,5,4.99,--,V
GK Per,2415519.400,82.40,19,5.66,--,V
GK Per,2415519.600,82.60,3,5.85,--,V
GK Per,2415520.400,83.40,10,6.02,--,V
GK Per,2415520.700,83.70,1,6.00,--,V
GK Per,2415521.400,84.40,8,5.79,--,V
GK Per,2415521.700,84.70,2,5.63,--,V
GK Per,2415522.400,85.40,5,5.41,--,V
GK Per,2415522.600,85.60,2,5.08,--,V
GK Per,2415523.400,86.40,12,5.17,--,V
GK Per,2415523.600,86.60,2,5.60,--,V
GK Per,2415524.400,87.40,5,5.89,--,V
GK Per,2415524.700,87.70,1,6.10,--,V
GK Per,2415525.400,88.40,17,6.01,--,V
GK Per,2415525.400,88.40,1,6.27,--,V
GK Per,2415526.300,89.30,21,6.12,--,V
GK Per,2415526.500,89.50,1,6.20,--,V
GK Per,2415527.400,90.40,23,4.96,--,V
GK Per,2415527.600,90.60,3,4.93,--,V
GK Per,2415528.400,91.40,14,5.90,--,V
GK Per,2415528.700,91.70,2,5.97,--,V
GK Per,2415529.400,92.40,13,6.15,--,V
GK Per,2415529.600,92.60,2,6.32,--,V
GK Per,2415530.400,93.40,2,5.86,--,V
GK Per,2415530.800,93.80,1,6.24,--,V
GK Per,2415531.400,94.40,3,5.38,--,V
GK Per,2415531.600,94.60,1,6.20,--,V
GK Per,2415532.400,95.40,3,6.07,--,V
GK Per,2415533.800,96.80,2,6.12,--,V
GK Per,2415534.800,97.80,1,6.37,--,V
GK Per,2415535.300,98.30,2,5.12,--,V
GK Per,2415535.700,98.70,2,5.85,--,V
GK Per,2415536.400,99.40,1,6.10,--,V
GK Per,2415537.000,100.00,1,6.35,--,V
GK Per,2415537.400,100.40,3,6.22,--,V
GK Per,2415538.000,101.00,1,6.25,--,V
GK Per,2415539.000,102.00,1,6.12,--,V
GK Per,2415539.400,102.40,2,5.25,--,V
GK Per,2415540.000,103.00,1,4.95,--,V
GK Per,2415540.400,103.40,1,6.12,--,V
GK Per,2415540.900,103.90,3,5.83,--,V
GK Per,2415541.400,104.40,1,6.09,--,V
GK Per,2415541.700,104.70,3,6.10,--,V
GK Per,2415542.400,105.40,2,6.37,--,V
GK Per,2415542.700,105.70,4,6.13,--,V
GK Per,2415543.400,106.40,3,6.23,--,V
GK Per,2415543.700,106.70,4,6.22,--,V
GK Per,2415544.400,107.40,2,4.88,--,V
GK Per,2415544.700,107.70,4,5.16,--,V
GK Per,2415545.400,108.40,3,6.30,--,V
GK Per,2415545.800,108.80,3,6.40,--,V
GK Per,2415546.400,109.40,2,6.20,--,V
GK Per,2415546.700,109.70,7,6.00,--,V
GK Per,2415547.400,110.40,2,5.16,--,V
GK Per,2415547.700,110.70,4,5.82,--,V
GK Per,2415548.400,111.40,1,5.73,--,V
GK Per,2415548.800,111.80,4,5.78,--,V
GK Per,2415549.400,112.40,1,5.78,--,V
GK Per,2415549.800,112.80,4,5.89,--,V
GK Per,2415550.400,113.40,1,5.58,--,V
GK Per,2415550.800,113.80,2,5.50,--,V
GK Per,2415552.800,115.80,1,5.82,--,V
GK Per,2415553.400,116.40,1,5.80,--,V
GK Per,2415553.700,116.70,4,6.11,--,V
GK Per,2415554.400,117.40,2,6.04,--,V
GK Per,2415554.800,117.80,2,5.90,--,V
GK Per,2415555.400,118.40,2,5.98,--,V
GK Per,2415555.600,118.60,1,5.90,--,V
GK Per,2415556.400,119.40,1,5.68,--,V
GK Per,2415556.700,119.70,4,6.23,--,V
GK Per,2415557.400,120.40,3,5.85,--,V
GK Per,2415557.700,120.70,5,6.12,--,V
GK Per,2415558.400,121.40,3,5.13,--,V
GK Per,2415558.700,121.70,7,4.62,--,V
GK Per,2415559.300,122.30,3,5.62,--,V
GK Per,2415559.500,122.50,3,5.90,--,V
GK Per,2415560.300,123.30,2,5.48,--,V
GK Per,2415560.700,123.70,4,5.48,--,V
GK Per,2415561.500,124.50,4,5.79,--,V
GK Per,2415562.700,125.70,4,6.05,--,V
GK Per,2415563.700,126.70,8,5.89,--,V
GK Per,2415564.600,127.60,7,6.02,--,V
GK Per,2415565.500,128.50,7,6.07,--,V
GK Per,2415568.600,131.60,19,6.11,--,V
GK Per,2415574.100,137.10,42,6.05,--,V
GK Per,2415578.100,141.10,68,6.04,--,V
GK Per,2415583.800,146.80,61,6.02,--,V
GK Per,2415588.200,151.20,39,6.06,--,V
GK Per,2415593.300,156.30,25,6.26,--,V
GK Per,2415598.400,161.40,30,6.14,--,V
GK Per,2415604.200,167.20,47,6.14,--,V
GK Per,2415607.800,170.80,30,6.07,--,V
GK Per,2415613.000,176.00,39,6.09,--,V
GK Per,2415618.100,181.10,44,6.09,--,V
GK Per,2415623.500,186.50,32,6.29,--,V
GK Per,2415628.100,191.10,28,6.39,--,V
GK Per,2415633.100,196.10,35,6.41,--,V
GK Per,2415638.200,201.20,21,6.42,--,V
GK Per,2415643.400,206.40,33,6.42,--,V
GK Per,2415648.200,211.20,59,6.51,--,V
GK Per,2415653.000,216.00,37,6.50,--,V
GK Per,2415658.400,221.40,33,6.66,--,V
GK Per,2415663.200,226.20,34,6.57,--,V
GK Per,2415668.500,231.50,51,6.73,--,V
GK Per,2415674.400,237.40,31,6.72,--,V
GK Per,2415678.200,241.20,32,6.76,--,V
GK Per,2415683.200,246.20,11,6.87,--,V
GK Per,2415688.900,251.90,36,6.84,--,V
GK Per,2415692.800,255.80,35,6.77,--,V
GK Per,2415698.700,261.70,10,6.88,--,V
GK Per,2415703.900,266.90,17,6.77,--,V
GK Per,2415707.700,270.70,20,6.86,--,V
GK Per,2415713.000,276.00,17,6.96,--,V
GK Per,2415719.100,282.10,14,6.96,--,V
GK Per,2415723.600,286.60,24,7.01,--,V
GK Per,2415729.100,292.10,11,6.93,--,V
GK Per,2415733.600,296.60,11,6.98,--,V
GK Per,2415738.800,301.80,5,7.16,--,V
GK Per,2415743.900,306.90,2,7.14,--,V
GK Per,2415749.200,312.20,12,7.18,--,V
GK Per,2415753.600,316.60,16,7.09,--,V
GK Per,2415759.200,322.20,7,7.07,--,V
GK Per,2415763.700,326.70,26,7.21,--,V
GK Per,2415768.200,331.20,9,7.35,--,V
GK Per,2415774.600,337.60,17,7.59,--,V
GK Per,2415778.800,341.80,22,7.68,--,V
GK Per,2415784.200,347.20,9,7.87,--,V
GK Per,2415788.000,351.00,15,7.86,--,V
GK Per,2415792.900,355.90,13,7.79,--,V
GK Per,2415797.800,360.80,10,7.86,--,V
GK Per,2415804.100,367.10,8,7.91,--,V
GK Per,2415809.500,372.50,7,7.97,--,V
GK Per,2415813.400,376.40,14,7.86,--,V
GK Per,2415818.400,381.40,7,7.97,--,V
GK Per,2415823.500,386.50,8,8.09,--,V
GK Per,2415827.500,390.50,3,8.55,--,V
GK Per,2415834.200,397.20,11,8.44,--,V
GK Per,2415840.100,403.10,3,8.33,--,V
GK Per,2415843.800,406.80,6,8.33,--,V
GK Per,2415848.100,411.10,5,8.51,--,V
GK Per,2415854.200,417.20,9,8.59,--,V
GK Per,2415858.700,421.70,3,8.45,--,V
GK Per,2415864.600,427.60,1,8.64,--,V
GK Per,2415868.200,431.20,3,8.50,--,V
GK Per,2415873.400,436.40,6,8.59,--,V
GK Per,2415878.600,441.60,1,8.71,--,V
GK Per,2415883.600,446.60,2,8.62,--,V
GK Per,2415909.800,472.80,1,9.24,--,V
GK Per,2415962.600,525.60,1,9.64,--,V
GK Per,2415970.600,533.60,1,9.52,--,V
GK Per,2415974.700,537.70,1,9.56,--,V
GK Per,2415987.600,550.60,1,9.64,--,V
GK Per,2415988.600,551.60,1,9.64,--,V
GK Per,2415995.600,558.60,1,9.68,--,V
GK Per,2416001.700,564.70,1,9.63,--,V
GK Per,2416003.600,566.60,1,9.74,--,V
GK Per,2416005.700,568.70,1,9.74,--,V
GK Per,2416008.700,571.70,2,9.40,--,V
GK Per,2416025.600,588.60,1,9.83,--,V
GK Per,2416027.500,590.50,1,9.76,--,V
