#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
FH Ser,2440631.250,0.25,1,7.00,0.15,V
FH Ser,2440633.250,2.25,1,5.00,0.15,V
FH Ser,2440634.250,3.25,1,4.50,0.15,V
FH Ser,2440634.750,3.75,1,5.00,0.15,V
FH Ser,2440635.250,4.25,1,4.70,0.15,V
FH Ser,2440635.750,4.75,3,4.60,0.22,V
FH Ser,2440636.750,5.75,1,5.00,0.15,V
FH Ser,2440637.750,6.75,9,4.68,0.07,V
FH Ser,2440638.750,7.75,10,4.79,0.08,V
FH Ser,2440639.750,8.75,9,4.70,0.06,V
FH Ser,2440640.500,9.50,7,4.56,0.06,V
FH Ser,2440641.500,10.50,11,4.69,0.07,V
FH Ser,2440642.500,11.50,5,4.68,0.15,V
FH Ser,2440643.500,12.50,8,4.66,0.05,V
FH Ser,2440644.500,13.50,3,4.87,0.09,V
FH Ser,2440645.500,14.50,3,4.93,0.15,V
FH Ser,2440646.500,15.50,6,5.22,0.09,V
FH Ser,2440647.500,16.50,1,5.30,0.15,V
FH Ser,2440648.500,17.50,5,5.72,0.08,V
FH Ser,2440649.500,18.50,2,5.30,0.11,V
FH Ser,2440650.500,19.50,1,5.20,0.15,V
FH Ser,2440651.500,20.50,7,5.43,0.06,V
FH Ser,2440652.500,21.50,4,5.55,0.13,V
FH Ser,2440653.500,22.50,7,5.67,0.12,V
FH Ser,2440654.500,23.50,7,5.84,0.06,V
FH Ser,2440655.500,24.50,6,5.68,0.08,V
FH Ser,2440656.500,25.50,3,5.77,0.09,V
FH Ser,2440657.500,26.50,3,5.87,0.09,V
FH Ser,2440658.500,27.50,2,5.90,0.11,V
FH Ser,2440659.500,28.50,2,5.75,0.11,V
FH Ser,2440660.500,29.50,6,5.60,0.06,V
FH Ser,2440661.500,30.50,15,5.47,0.04,V
FH Ser,2440662.500,31.50,5,5.70,0.11,V
FH Ser,2440663.500,32.50,3,5.90,0.10,V
FH Ser,2440664.500,33.50,3,5.77,0.09,V
FH Ser,2440665.500,34.50,1,5.70,0.15,V
FH Ser,2440666.500,35.50,3,5.80,0.09,V
FH Ser,2440667.500,36.50,2,5.75,0.18,V
FH Ser,2440669.500,38.50,12,5.83,0.02,V
FH Ser,2440670.500,39.50,6,6.10,0.09,V
FH Ser,2440671.500,40.50,3,6.00,0.09,V
FH Ser,2440672.500,41.50,5,6.02,0.08,V
FH Ser,2440673.500,42.50,7,6.19,0.06,V
FH Ser,2440674.500,43.50,6,6.28,0.07,V
FH Ser,2440675.500,44.50,4,6.30,0.09,V
FH Ser,2440676.500,45.50,3,6.10,0.09,V
FH Ser,2440677.500,46.50,1,6.20,0.15,V
FH Ser,2440678.500,47.50,8,6.41,0.09,V
FH Ser,2440679.500,48.50,5,6.38,0.10,V
FH Ser,2440680.500,49.50,18,6.53,0.03,V
FH Ser,2440681.500,50.50,10,6.62,0.06,V
FH Ser,2440682.500,51.50,8,6.55,0.06,V
FH Ser,2440683.500,52.50,14,6.47,0.04,V
FH Ser,2440684.500,53.50,16,6.62,0.02,V
FH Ser,2440685.500,54.50,4,6.60,0.08,V
FH Ser,2440686.500,55.50,7,6.63,0.06,V
FH Ser,2440687.500,56.50,4,6.73,0.08,V
FH Ser,2440688.500,57.50,3,6.63,0.09,V
FH Ser,2440689.500,58.50,1,6.90,0.15,V
FH Ser,2440691.500,60.50,11,7.08,0.05,V
FH Ser,2440692.500,61.50,6,6.87,0.07,V
FH Ser,2440693.500,62.50,1,7.20,0.15,V
FH Ser,2440694.500,63.50,2,6.85,0.11,V
FH Ser,2440695.500,64.50,4,7.68,0.08,V
FH Ser,2440696.500,65.50,1,7.30,0.15,V
FH Ser,2440697.500,66.50,1,8.30,0.15,V
FH Ser,2440698.500,67.50,3,7.93,0.35,V
FH Ser,2440699.500,68.50,1,8.60,0.15,V
FH Ser,2440700.500,69.50,2,9.15,0.11,V
FH Ser,2440701.500,70.50,3,9.10,0.16,V
FH Ser,2440702.500,71.50,1,9.20,0.15,V
FH Ser,2440703.500,72.50,3,9.63,0.10,V
FH Ser,2440705.500,74.50,1,9.90,0.15,V
FH Ser,2440707.500,76.50,1,9.70,0.15,V
FH Ser,2440708.500,77.50,2,10.25,0.11,V
FH Ser,2440709.500,78.50,1,10.10,0.15,V
FH Ser,2440710.500,79.50,3,10.40,0.24,V
FH Ser,2440711.500,80.50,4,10.23,0.10,V
FH Ser,2440712.500,81.50,6,10.57,0.11,V
FH Ser,2440713.500,82.50,5,10.58,0.16,V
FH Ser,2440714.500,83.50,5,10.64,0.07,V
FH Ser,2440715.500,84.50,1,10.60,0.15,V
FH Ser,2440716.500,85.50,2,10.35,0.11,V
FH Ser,2440717.500,86.50,1,11.20,0.15,V
FH Ser,2440718.500,87.50,1,10.10,0.15,V
FH Ser,2440720.500,89.50,2,11.20,0.14,V
FH Ser,2440724.500,93.50,1,11.40,0.15,V
FH Ser,2440725.500,94.50,3,11.27,0.20,V
FH Ser,2440727.500,96.50,2,11.35,0.25,V
FH Ser,2440730.500,99.50,1,11.80,0.15,V
FH Ser,2440731.500,100.50,4,11.95,0.19,V
FH Ser,2440733.500,102.50,2,11.10,0.21,V
