#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
DO Aql,2424414.000,2.00,2,9.01,0.11,V
DO Aql,2424418.000,6.00,3,9.11,0.09,V
DO Aql,2424422.000,10.00,6,8.93,0.06,V
DO Aql,2424426.000,14.00,6,8.96,0.06,V
DO Aql,2424430.000,18.00,7,8.79,0.06,V
DO Aql,2424434.000,22.00,8,8.86,0.05,V
DO Aql,2424438.000,26.00,3,8.83,0.09,V
DO Aql,2424442.000,30.00,2,8.76,0.11,V
DO Aql,2424446.000,34.00,5,8.67,0.07,V
DO Aql,2424450.000,38.00,5,8.67,0.07,V
DO Aql,2424454.000,42.00,9,8.62,0.05,V
DO Aql,2424458.000,46.00,5,8.75,0.07,V
DO Aql,2424462.000,50.00,2,8.68,0.11,V
DO Aql,2424466.000,54.00,6,8.68,0.06,V
DO Aql,2424470.000,58.00,2,8.54,0.12,V
DO Aql,2424474.000,62.00,6,8.59,0.07,V
DO Aql,2424482.000,70.00,4,8.64,0.08,V
DO Aql,2424486.000,74.00,1,8.61,0.15,V
DO Aql,2424490.000,78.00,7,8.64,0.07,V
DO Aql,2424494.000,82.00,2,8.78,0.11,V
DO Aql,2424498.000,86.00,1,8.80,0.15,V
DO Aql,2424502.000,90.00,1,8.56,0.15,V
DO Aql,2424506.000,94.00,2,8.64,0.11,V
DO Aql,2424586.000,174.00,1,9.30,0.15,V
DO Aql,2424594.000,182.00,1,8.94,0.15,V
DO Aql,2424646.000,234.00,1,8.55,0.15,V
DO Aql,2424652.000,240.00,1,8.80,0.15,V
DO Aql,2424660.000,248.00,1,8.67,0.15,V
DO Aql,2424668.000,256.00,4,8.95,0.08,V
DO Aql,2424676.000,264.00,6,9.00,0.06,V
DO Aql,2424684.000,272.00,3,9.28,0.09,V
DO Aql,2424692.000,280.00,10,9.50,0.02,V
DO Aql,2424700.000,288.00,11,9.74,0.06,V
DO Aql,2424708.000,296.00,29,9.94,0.03,V
DO Aql,2424716.000,304.00,28,10.11,0.03,V
DO Aql,2424724.000,312.00,8,10.26,0.05,V
DO Aql,2424732.000,320.00,31,10.64,0.04,V
DO Aql,2424740.000,328.00,26,10.62,0.03,V
DO Aql,2424748.000,336.00,7,10.56,0.06,V
DO Aql,2424756.000,344.00,18,10.65,0.06,V
DO Aql,2424764.000,352.00,5,10.44,0.08,V
DO Aql,2424772.000,360.00,10,10.75,0.08,V
DO Aql,2424780.000,368.00,1,10.70,0.15,V
DO Aql,2424788.000,376.00,12,10.68,0.04,V
DO Aql,2424796.000,384.00,5,10.41,0.07,V
DO Aql,2424804.000,392.00,1,10.59,0.15,V
DO Aql,2424820.000,408.00,1,10.65,0.15,V
DO Aql,2424828.000,416.00,6,10.47,0.06,V
DO Aql,2424852.000,440.00,1,10.67,0.15,V
DO Aql,2424860.000,448.00,2,10.48,0.12,V
DO Aql,2424952.000,540.00,1,10.35,0.15,V
DO Aql,2424984.000,572.00,1,10.68,0.15,V
DO Aql,2425000.000,588.00,1,10.83,0.15,V
DO Aql,2425016.000,604.00,1,10.71,0.15,V
DO Aql,2425032.000,620.00,4,10.60,0.10,V
DO Aql,2425048.000,636.00,4,10.74,0.08,V
DO Aql,2425064.000,652.00,1,10.47,0.15,V
DO Aql,2425080.000,668.00,1,10.45,0.15,V
DO Aql,2425096.000,684.00,5,10.72,0.08,V
DO Aql,2425112.000,700.00,6,10.83,0.06,V
DO Aql,2425128.000,716.00,5,10.67,0.10,V
DO Aql,2425144.000,732.00,6,10.84,0.08,V
DO Aql,2425160.000,748.00,3,10.79,0.09,V
DO Aql,2425176.000,764.00,3,10.88,0.09,V
DO Aql,2425192.000,780.00,1,10.78,0.15,V
DO Aql,2425208.000,796.00,2,11.14,0.11,V
DO Aql,2425224.000,812.00,1,11.03,0.15,V
DO Aql,2425368.000,956.00,1,11.49,0.15,V
DO Aql,2425384.000,972.00,2,11.59,0.11,V
DO Aql,2425400.000,988.00,2,11.66,0.11,V
DO Aql,2425416.000,1004.00,2,11.61,0.11,V
DO Aql,2425464.000,1052.00,1,11.76,0.15,V
DO Aql,2425480.000,1068.00,3,11.81,0.09,V
DO Aql,2425496.000,1084.00,5,11.85,0.07,V
DO Aql,2425512.000,1100.00,2,11.85,0.11,V
DO Aql,2425528.000,1116.00,4,11.86,0.08,V
DO Aql,2425560.000,1148.00,2,11.88,0.11,V
DO Aql,2425576.000,1164.00,1,11.99,0.15,V
DO Aql,2425728.000,1316.00,1,15.23,0.15,V
DO Aql,2455168.000,30756.00,2,18.02,0.11,V
