#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V4633 Sgr,2450894.800,0.80,1,7.80,0.15,V
V4633 Sgr,2450895.800,1.80,10,7.74,0.02,V
V4633 Sgr,2450896.300,2.30,1,7.40,0.15,V
V4633 Sgr,2450896.800,2.80,16,8.18,0.03,V
V4633 Sgr,2450897.300,3.30,6,8.08,0.06,V
V4633 Sgr,2450897.800,3.80,25,7.96,0.02,V
V4633 Sgr,2450898.300,4.30,2,8.00,0.11,V
V4633 Sgr,2450898.800,4.80,2,8.30,0.14,V
V4633 Sgr,2450899.300,5.30,4,8.35,0.13,V
V4633 Sgr,2450899.800,5.80,11,8.19,0.05,V
V4633 Sgr,2450900.500,6.50,4,8.28,0.08,V
V4633 Sgr,2450901.500,7.50,13,8.80,0.04,V
V4633 Sgr,2450902.500,8.50,7,9.04,0.06,V
V4633 Sgr,2450903.500,9.50,4,8.80,0.08,V
V4633 Sgr,2450904.500,10.50,4,8.90,0.08,V
V4633 Sgr,2450905.500,11.50,2,8.75,0.11,V
V4633 Sgr,2450906.500,12.50,2,8.95,0.11,V
V4633 Sgr,2450907.500,13.50,7,8.96,0.06,V
V4633 Sgr,2450908.500,14.50,7,9.27,0.10,V
V4633 Sgr,2450909.500,15.50,18,9.30,0.03,V
V4633 Sgr,2450910.500,16.50,15,9.19,0.02,V
V4633 Sgr,2450911.500,17.50,5,9.20,0.08,V
V4633 Sgr,2450912.500,18.50,3,9.23,0.10,V
V4633 Sgr,2450913.500,19.50,2,9.35,0.25,V
V4633 Sgr,2450914.500,20.50,4,9.68,0.15,V
V4633 Sgr,2450916.500,22.50,1,9.60,0.15,V
V4633 Sgr,2450918.500,24.50,4,9.95,0.08,V
V4633 Sgr,2450919.500,25.50,4,9.95,0.11,V
V4633 Sgr,2450920.500,26.50,3,9.87,0.09,V
V4633 Sgr,2450921.500,27.50,3,10.20,0.16,V
V4633 Sgr,2450922.500,28.50,6,10.00,0.07,V
V4633 Sgr,2450923.500,29.50,4,10.10,0.08,V
V4633 Sgr,2450924.500,30.50,4,10.15,0.10,V
V4633 Sgr,2450926.000,32.00,10,10.30,0.08,V
V4633 Sgr,2450928.000,34.00,9,10.33,0.05,V
V4633 Sgr,2450930.000,36.00,4,10.20,0.08,V
V4633 Sgr,2450932.000,38.00,14,10.48,0.05,V
V4633 Sgr,2450934.000,40.00,8,10.40,0.08,V
V4633 Sgr,2450936.000,42.00,15,10.63,0.05,V
V4633 Sgr,2450938.000,44.00,10,10.71,0.07,V
V4633 Sgr,2450940.000,46.00,3,10.40,0.09,V
V4633 Sgr,2450942.000,48.00,6,10.72,0.09,V
V4633 Sgr,2450944.000,50.00,2,10.70,0.14,V
V4633 Sgr,2450947.000,53.00,3,10.63,0.12,V
V4633 Sgr,2450951.000,57.00,15,10.85,0.03,V
V4633 Sgr,2450955.000,61.00,6,11.05,0.09,V
V4633 Sgr,2450959.000,65.00,13,11.02,0.05,V
V4633 Sgr,2450963.000,69.00,17,11.16,0.04,V
V4633 Sgr,2450967.000,73.00,15,11.07,0.06,V
V4633 Sgr,2450971.000,77.00,14,11.21,0.05,V
V4633 Sgr,2450975.000,81.00,2,11.30,0.11,V
V4633 Sgr,2450979.000,85.00,12,11.42,0.06,V
V4633 Sgr,2450983.000,89.00,18,11.51,0.06,V
V4633 Sgr,2450987.000,93.00,12,11.58,0.08,V
V4633 Sgr,2450991.000,97.00,17,11.59,0.03,V
V4633 Sgr,2450995.000,101.00,14,11.59,0.05,V
V4633 Sgr,2450999.000,105.00,13,11.64,0.04,V
V4633 Sgr,2451003.000,109.00,4,11.50,0.18,V
V4633 Sgr,2451007.000,113.00,8,11.65,0.07,V
V4633 Sgr,2451011.000,117.00,13,11.64,0.07,V
V4633 Sgr,2451015.000,121.00,7,11.64,0.14,V
V4633 Sgr,2451019.000,125.00,8,11.68,0.05,V
V4633 Sgr,2451023.000,129.00,7,11.80,0.08,V
V4633 Sgr,2451029.000,135.00,10,11.65,0.06,V
V4633 Sgr,2451037.000,143.00,12,11.87,0.06,V
V4633 Sgr,2451045.000,151.00,14,11.82,0.05,V
V4633 Sgr,2451053.000,159.00,19,11.92,0.06,V
V4633 Sgr,2451061.000,167.00,5,11.82,0.07,V
V4633 Sgr,2451069.000,175.00,11,11.73,0.03,V
V4633 Sgr,2451077.000,183.00,19,11.68,0.07,V
V4633 Sgr,2451085.000,191.00,10,11.64,0.06,V
V4633 Sgr,2451093.000,199.00,7,11.69,0.08,V
V4633 Sgr,2451101.000,207.00,11,11.68,0.04,V
V4633 Sgr,2451109.000,215.00,14,11.73,0.03,V
V4633 Sgr,2451117.000,223.00,13,11.73,0.02,V
V4633 Sgr,2451125.000,231.00,4,11.85,0.08,V
V4633 Sgr,2451133.000,239.00,6,11.72,0.08,V
V4633 Sgr,2451209.000,315.00,1,12.20,0.15,V
