#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
CP Pup,2430672.750,1.75,2,0.95,0.11,V
CP Pup,2430673.750,2.75,2,1.00,0.14,V
CP Pup,2430674.750,3.75,3,0.87,0.19,V
CP Pup,2430675.750,4.75,2,0.70,0.14,V
CP Pup,2430676.750,5.75,4,0.73,0.08,V
CP Pup,2430677.250,6.25,1,1.30,0.15,V
CP Pup,2430677.750,6.75,11,1.41,0.08,V
CP Pup,2430678.250,7.25,3,1.47,0.23,V
CP Pup,2430678.750,7.75,7,2.01,0.06,V
CP Pup,2430679.250,8.25,6,2.32,0.20,V
CP Pup,2430679.750,8.75,7,2.43,0.07,V
CP Pup,2430680.500,9.50,6,2.88,0.22,V
CP Pup,2430681.500,10.50,10,2.97,0.14,V
CP Pup,2430682.500,11.50,6,3.29,0.20,V
CP Pup,2430683.500,12.50,2,3.50,0.21,V
CP Pup,2430684.500,13.50,2,4.02,0.11,V
CP Pup,2430685.500,14.50,5,4.20,0.10,V
CP Pup,2430686.500,15.50,6,4.40,0.21,V
CP Pup,2430687.500,16.50,4,3.80,0.53,V
CP Pup,2430688.500,17.50,1,4.25,0.15,V
CP Pup,2430689.500,18.50,1,4.48,0.15,V
CP Pup,2430690.500,19.50,2,5.00,0.11,V
CP Pup,2430691.500,20.50,3,4.93,0.10,V
CP Pup,2430692.500,21.50,4,5.48,0.16,V
CP Pup,2430693.500,22.50,3,5.44,0.09,V
CP Pup,2430694.500,23.50,2,5.40,0.11,V
CP Pup,2430695.500,24.50,1,5.45,0.15,V
CP Pup,2430696.500,25.50,3,5.50,0.09,V
CP Pup,2430697.500,26.50,1,5.60,0.15,V
CP Pup,2430698.500,27.50,5,5.65,0.07,V
CP Pup,2430699.500,28.50,4,5.99,0.25,V
CP Pup,2430702.000,31.00,14,6.04,0.08,V
CP Pup,2430706.000,35.00,12,6.28,0.04,V
CP Pup,2430710.000,39.00,7,6.26,0.09,V
CP Pup,2430714.000,43.00,10,6.48,0.07,V
CP Pup,2430718.000,47.00,8,6.60,0.08,V
CP Pup,2430722.000,51.00,9,6.58,0.06,V
CP Pup,2430726.000,55.00,12,6.48,0.08,V
CP Pup,2430730.000,59.00,12,6.41,0.08,V
CP Pup,2430734.000,63.00,9,6.52,0.08,V
CP Pup,2430738.000,67.00,7,6.56,0.06,V
CP Pup,2430742.000,71.00,6,6.75,0.10,V
CP Pup,2430746.000,75.00,5,6.64,0.08,V
CP Pup,2430750.000,79.00,15,6.64,0.05,V
CP Pup,2430754.000,83.00,6,6.85,0.14,V
CP Pup,2430758.000,87.00,9,6.61,0.07,V
CP Pup,2430762.000,91.00,5,6.50,0.13,V
CP Pup,2430766.000,95.00,8,6.68,0.09,V
CP Pup,2430770.000,99.00,11,6.67,0.13,V
CP Pup,2430774.000,103.00,5,7.00,0.07,V
CP Pup,2430778.000,107.00,7,6.74,0.14,V
CP Pup,2430782.000,111.00,10,6.70,0.10,V
CP Pup,2430786.000,115.00,7,6.66,0.13,V
CP Pup,2430790.000,119.00,11,6.69,0.11,V
CP Pup,2430794.000,123.00,4,6.98,0.18,V
CP Pup,2430798.000,127.00,11,7.10,0.07,V
CP Pup,2430808.000,137.00,34,6.96,0.06,V
CP Pup,2430824.000,153.00,44,7.13,0.06,V
CP Pup,2430840.000,169.00,36,7.31,0.06,V
CP Pup,2430856.000,185.00,37,7.53,0.05,V
CP Pup,2430872.000,201.00,16,7.66,0.07,V
CP Pup,2430888.000,217.00,11,7.76,0.08,V
CP Pup,2430904.000,233.00,11,7.86,0.09,V
CP Pup,2430920.000,249.00,11,7.92,0.11,V
CP Pup,2430936.000,265.00,4,7.78,0.19,V
CP Pup,2430952.000,281.00,2,7.80,0.11,V
CP Pup,2430968.000,297.00,4,8.03,0.14,V
CP Pup,2430984.000,313.00,4,8.18,0.15,V
CP Pup,2431000.000,329.00,4,8.33,0.12,V
CP Pup,2431016.000,345.00,4,8.20,0.08,V
CP Pup,2431032.000,361.00,10,8.37,0.08,V
CP Pup,2431048.000,377.00,6,8.32,0.16,V
CP Pup,2431064.000,393.00,5,8.30,0.10,V
CP Pup,2431080.000,409.00,4,8.18,0.16,V
CP Pup,2431096.000,425.00,7,8.59,0.15,V
CP Pup,2431112.000,441.00,7,8.56,0.09,V
CP Pup,2431128.000,457.00,7,8.53,0.09,V
CP Pup,2431144.000,473.00,11,8.53,0.07,V
CP Pup,2431160.000,489.00,5,8.70,0.07,V
CP Pup,2431176.000,505.00,20,8.99,0.08,V
CP Pup,2431192.000,521.00,9,8.93,0.14,V
CP Pup,2431208.000,537.00,5,8.86,0.15,V
CP Pup,2431224.000,553.00,6,8.97,0.17,V
CP Pup,2431240.000,569.00,4,8.70,0.12,V
CP Pup,2431256.000,585.00,3,9.47,0.09,V
CP Pup,2431272.000,601.00,3,9.23,0.18,V
CP Pup,2431288.000,617.00,2,8.95,0.18,V
CP Pup,2431328.000,657.00,5,9.50,0.07,V
CP Pup,2431360.000,689.00,5,9.52,0.07,V
CP Pup,2431392.000,721.00,8,9.63,0.09,V
CP Pup,2431424.000,753.00,8,9.55,0.05,V
CP Pup,2431456.000,785.00,8,9.88,0.14,V
CP Pup,2431488.000,817.00,12,10.09,0.16,V
CP Pup,2431520.000,849.00,12,10.02,0.14,V
CP Pup,2431552.000,881.00,12,10.48,0.14,V
CP Pup,2431584.000,913.00,7,10.34,0.10,V
CP Pup,2431632.000,961.00,19,10.48,0.07,V
CP Pup,2431696.000,1025.00,12,10.79,0.08,V
CP Pup,2431760.000,1089.00,20,10.78,0.05,V
CP Pup,2431824.000,1153.00,18,10.86,0.06,V
CP Pup,2431888.000,1217.00,17,10.85,0.10,V
CP Pup,2431952.000,1281.00,19,10.90,0.07,V
CP Pup,2432016.000,1345.00,10,11.02,0.09,V
CP Pup,2432080.000,1409.00,4,11.73,0.08,V
CP Pup,2432144.000,1473.00,6,11.85,0.06,V
CP Pup,2432208.000,1537.00,2,11.85,0.11,V
CP Pup,2432272.000,1601.00,5,11.80,0.07,V
CP Pup,2432336.000,1665.00,5,11.98,0.07,V
CP Pup,2432400.000,1729.00,4,12.28,0.08,V
CP Pup,2432464.000,1793.00,2,12.15,0.11,V
CP Pup,2432528.000,1857.00,4,12.50,0.08,V
CP Pup,2432624.000,1953.00,8,12.38,0.09,V
CP Pup,2432752.000,2081.00,4,12.85,0.08,V
CP Pup,2432880.000,2209.00,4,12.25,0.08,V
CP Pup,2433008.000,2337.00,6,12.28,0.06,V
CP Pup,2433392.000,2721.00,3,12.60,0.09,V
CP Pup,2433520.000,2849.00,7,12.53,0.06,V
CP Pup,2433648.000,2977.00,7,12.63,0.06,V
CP Pup,2433776.000,3105.00,8,12.64,0.05,V
CP Pup,2433904.000,3233.00,8,12.61,0.05,V
CP Pup,2434032.000,3361.00,9,12.63,0.05,V
CP Pup,2434160.000,3489.00,12,12.89,0.07,V
CP Pup,2434288.000,3617.00,6,12.77,0.14,V
CP Pup,2434416.000,3745.00,8,12.96,0.09,V
CP Pup,2434544.000,3873.00,4,12.98,0.08,V
CP Pup,2434672.000,4001.00,5,12.84,0.07,V
CP Pup,2434800.000,4129.00,6,12.85,0.06,V
CP Pup,2434928.000,4257.00,2,12.90,0.11,V
CP Pup,2435056.000,4385.00,2,12.90,0.11,V
CP Pup,2435184.000,4513.00,3,12.90,0.09,V
CP Pup,2435440.000,4769.00,2,12.70,0.11,V
CP Pup,2435568.000,4897.00,2,12.75,0.11,V
CP Pup,2435696.000,5025.00,1,12.80,0.15,V
CP Pup,2435952.000,5281.00,2,13.10,0.11,V
CP Pup,2436336.000,5665.00,1,13.90,0.15,V
CP Pup,2441136.000,10465.00,8,14.24,0.10,V
CP Pup,2441648.000,10977.00,18,14.50,0.02,V
CP Pup,2442160.000,11489.00,2,14.50,0.14,V
CP Pup,2442672.000,12001.00,3,14.03,0.59,V
CP Pup,2443184.000,12513.00,2,14.55,0.18,V
CP Pup,2443696.000,13025.00,6,14.60,0.22,V
CP Pup,2444208.000,13537.00,7,14.64,0.19,V
CP Pup,2444720.000,14049.00,3,14.93,0.09,V
CP Pup,2445232.000,14561.00,4,14.68,0.25,V
CP Pup,2445744.000,15073.00,1,14.80,0.15,V
CP Pup,2446256.000,15585.00,3,14.77,0.12,V
CP Pup,2446768.000,16097.00,4,14.78,0.09,V
CP Pup,2447280.000,16609.00,4,14.78,0.14,V
CP Pup,2447792.000,17121.00,2,15.35,0.11,V
CP Pup,2448304.000,17633.00,3,15.07,0.19,V
CP Pup,2448816.000,18145.00,10,15.43,0.13,V
CP Pup,2449328.000,18657.00,6,14.93,0.12,V
CP Pup,2449840.000,19169.00,2,15.15,0.11,V
