#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
OS And,2447418.000,650.00,8,15.14,0.08,V
OS And,2447450.000,682.00,7,15.36,0.06,V
OS And,2447482.000,714.00,8,15.46,0.05,V
OS And,2447514.000,746.00,2,15.45,0.11,V
OS And,2447546.000,778.00,3,15.37,0.09,V
OS And,2447578.000,810.00,1,15.60,0.15,V
OS And,2447754.000,986.00,9,14.93,0.09,V
OS And,2447818.000,1050.00,6,14.95,0.08,V
OS And,2447882.000,1114.00,6,15.13,0.14,V
OS And,2448074.000,1306.00,1,15.90,0.15,V
OS And,2448138.000,1370.00,5,14.84,0.07,V
