#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
OS And,2446768.750,0.75,1,8.00,0.15,V
OS And,2446769.750,1.75,1,7.50,0.15,V
OS And,2446772.250,4.25,2,6.55,0.11,V
OS And,2446773.250,5.25,8,6.55,0.05,V
OS And,2446774.250,6.25,13,6.72,0.06,V
OS And,2446774.750,6.75,3,6.87,0.17,V
OS And,2446775.250,7.25,11,6.96,0.06,V
OS And,2446775.750,7.75,2,7.30,0.11,V
OS And,2446776.250,8.25,5,7.46,0.07,V
OS And,2446776.750,8.75,3,7.43,0.09,V
OS And,2446777.250,9.25,2,7.65,0.11,V
OS And,2446777.750,9.75,6,7.65,0.07,V
OS And,2446778.250,10.25,5,7.68,0.09,V
OS And,2446778.750,10.75,8,7.85,0.10,V
OS And,2446779.250,11.25,13,7.95,0.09,V
OS And,2446779.750,11.75,5,7.94,0.17,V
OS And,2446780.500,12.50,8,8.00,0.07,V
OS And,2446781.500,13.50,14,8.06,0.06,V
OS And,2446782.500,14.50,8,8.23,0.08,V
OS And,2446783.500,15.50,6,8.42,0.12,V
OS And,2446784.500,16.50,14,8.42,0.07,V
OS And,2446785.500,17.50,15,8.62,0.09,V
OS And,2446786.500,18.50,15,8.68,0.10,V
OS And,2446787.500,19.50,17,8.75,0.13,V
OS And,2446788.500,20.50,9,8.72,0.10,V
OS And,2446789.500,21.50,8,8.94,0.15,V
OS And,2446790.500,22.50,6,8.82,0.19,V
OS And,2446791.500,23.50,5,9.18,0.09,V
OS And,2446792.500,24.50,13,9.34,0.07,V
OS And,2446793.500,25.50,11,9.66,0.12,V
OS And,2446794.500,26.50,7,9.23,0.06,V
OS And,2446795.500,27.50,5,9.44,0.17,V
OS And,2446796.500,28.50,13,9.62,0.09,V
OS And,2446797.500,29.50,2,10.10,0.21,V
OS And,2446798.500,30.50,5,10.10,0.23,V
OS And,2446799.500,31.50,14,10.24,0.13,V
OS And,2446800.500,32.50,9,10.58,0.14,V
OS And,2446801.500,33.50,9,11.09,0.07,V
OS And,2446802.500,34.50,7,11.23,0.18,V
OS And,2446803.500,35.50,4,11.48,0.12,V
OS And,2446804.500,36.50,7,11.60,0.10,V
OS And,2446805.500,37.50,4,11.55,0.18,V
OS And,2446806.500,38.50,2,11.70,0.21,V
OS And,2446807.500,39.50,6,11.77,0.06,V
OS And,2446808.500,40.50,2,11.75,0.18,V
OS And,2446809.500,41.50,5,11.76,0.11,V
OS And,2446811.000,43.00,5,11.96,0.11,V
OS And,2446813.000,45.00,17,11.77,0.06,V
OS And,2446815.000,47.00,8,11.83,0.09,V
OS And,2446817.000,49.00,13,11.76,0.06,V
OS And,2446819.000,51.00,8,11.81,0.09,V
OS And,2446821.000,53.00,15,11.71,0.09,V
OS And,2446823.000,55.00,15,11.75,0.07,V
OS And,2446825.000,57.00,20,11.68,0.06,V
OS And,2446827.000,59.00,27,11.64,0.05,V
OS And,2446829.000,61.00,11,11.69,0.09,V
OS And,2446831.000,63.00,4,11.55,0.13,V
OS And,2446833.000,65.00,8,11.66,0.10,V
OS And,2446835.000,67.00,10,11.52,0.10,V
OS And,2446837.000,69.00,7,11.51,0.13,V
OS And,2446839.000,71.00,2,11.80,0.11,V
OS And,2446841.000,73.00,6,11.62,0.08,V
OS And,2446843.000,75.00,7,11.73,0.09,V
OS And,2446845.000,77.00,9,11.72,0.06,V
OS And,2446847.000,79.00,10,11.69,0.08,V
OS And,2446849.000,81.00,12,11.74,0.06,V
OS And,2446852.000,84.00,29,11.80,0.04,V
OS And,2446856.000,88.00,9,11.73,0.09,V
OS And,2446860.000,92.00,13,11.76,0.07,V
OS And,2446864.000,96.00,8,11.80,0.09,V
OS And,2446868.000,100.00,8,12.00,0.10,V
OS And,2446872.000,104.00,3,12.27,0.10,V
OS And,2446876.000,108.00,3,12.17,0.09,V
OS And,2446880.000,112.00,1,11.90,0.15,V
OS And,2446884.000,116.00,3,12.07,0.21,V
OS And,2446888.000,120.00,4,12.03,0.13,V
OS And,2446892.000,124.00,4,11.95,0.13,V
OS And,2446896.000,128.00,6,12.17,0.06,V
OS And,2446904.000,136.00,6,12.22,0.08,V
OS And,2446908.000,140.00,2,12.00,0.28,V
OS And,2446912.000,144.00,5,11.98,0.12,V
OS And,2446916.000,148.00,5,12.28,0.13,V
OS And,2446920.000,152.00,2,12.30,0.11,V
OS And,2446924.000,156.00,2,12.15,0.18,V
OS And,2446928.000,160.00,1,12.20,0.15,V
OS And,2446940.000,172.00,4,12.38,0.08,V
OS And,2446948.000,180.00,1,12.60,0.15,V
OS And,2446952.000,184.00,2,12.20,0.28,V
OS And,2446956.000,188.00,1,12.40,0.15,V
OS And,2446964.000,196.00,2,12.25,0.32,V
OS And,2446972.000,204.00,3,12.43,0.18,V
OS And,2446976.000,208.00,4,12.60,0.15,V
OS And,2446980.000,212.00,6,12.57,0.12,V
OS And,2446984.000,216.00,4,12.58,0.11,V
OS And,2446988.000,220.00,5,12.64,0.08,V
OS And,2446992.000,224.00,4,12.68,0.11,V
OS And,2446996.000,228.00,6,12.77,0.06,V
OS And,2447000.000,232.00,5,12.78,0.07,V
OS And,2447010.000,242.00,20,12.88,0.06,V
OS And,2447026.000,258.00,34,13.01,0.05,V
OS And,2447042.000,274.00,35,13.17,0.04,V
OS And,2447058.000,290.00,48,13.18,0.04,V
OS And,2447074.000,306.00,31,13.25,0.04,V
OS And,2447090.000,322.00,29,13.34,0.06,V
OS And,2447106.000,338.00,12,13.46,0.12,V
OS And,2447122.000,354.00,25,13.73,0.08,V
OS And,2447138.000,370.00,9,13.74,0.10,V
OS And,2447154.000,386.00,11,14.04,0.07,V
OS And,2447170.000,402.00,11,14.23,0.13,V
OS And,2447186.000,418.00,4,13.78,0.30,V
OS And,2447202.000,434.00,4,14.48,0.08,V
OS And,2447322.000,554.00,1,15.00,0.15,V
OS And,2447354.000,586.00,3,15.10,0.09,V
OS And,2447386.000,618.00,11,15.11,0.06,V
