#Nova,JD,T,o_Vmag,Mag,e_Mag,Band
V992 Sco,2448764.750,0.75,1,8.20,0.15,V
V992 Sco,2448766.500,2.50,5,8.24,0.07,V
V992 Sco,2448767.500,3.50,1,8.20,0.15,V
V992 Sco,2448768.500,4.50,6,7.70,0.06,V
V992 Sco,2448769.500,5.50,2,7.85,0.11,V
V992 Sco,2448770.500,6.50,3,7.83,0.19,V
V992 Sco,2448771.500,7.50,5,8.58,0.10,V
V992 Sco,2448772.500,8.50,9,9.02,0.07,V
V992 Sco,2448773.500,9.50,7,9.44,0.11,V
V992 Sco,2448774.500,10.50,4,9.48,0.16,V
V992 Sco,2448775.500,11.50,8,9.34,0.10,V
V992 Sco,2448776.500,12.50,7,9.30,0.20,V
V992 Sco,2448777.500,13.50,2,9.40,0.28,V
V992 Sco,2448778.500,14.50,8,9.73,0.18,V
V992 Sco,2448779.500,15.50,5,9.54,0.28,V
V992 Sco,2448780.500,16.50,5,9.18,0.16,V
V992 Sco,2448781.500,17.50,6,8.88,0.12,V
V992 Sco,2448782.500,18.50,4,8.90,0.23,V
V992 Sco,2448783.500,19.50,10,8.21,0.10,V
V992 Sco,2448784.500,20.50,9,8.24,0.05,V
V992 Sco,2448785.500,21.50,7,8.17,0.06,V
V992 Sco,2448786.500,22.50,1,8.00,0.15,V
V992 Sco,2448787.500,23.50,3,8.47,0.09,V
V992 Sco,2448788.500,24.50,3,8.27,0.15,V
V992 Sco,2448789.500,25.50,2,8.50,0.11,V
V992 Sco,2448790.500,26.50,9,8.76,0.05,V
V992 Sco,2448791.500,27.50,7,9.03,0.11,V
V992 Sco,2448792.500,28.50,6,9.13,0.06,V
V992 Sco,2448793.500,29.50,13,9.20,0.07,V
V992 Sco,2448794.500,30.50,10,9.14,0.07,V
V992 Sco,2448795.500,31.50,8,9.18,0.07,V
V992 Sco,2448796.500,32.50,9,9.09,0.14,V
V992 Sco,2448797.500,33.50,12,8.38,0.06,V
V992 Sco,2448798.500,34.50,8,8.13,0.09,V
V992 Sco,2448799.500,35.50,8,8.24,0.08,V
V992 Sco,2448800.500,36.50,10,8.33,0.08,V
V992 Sco,2448801.500,37.50,7,8.23,0.06,V
V992 Sco,2448802.500,38.50,13,8.22,0.07,V
V992 Sco,2448803.500,39.50,12,8.13,0.06,V
V992 Sco,2448804.500,40.50,9,8.07,0.07,V
V992 Sco,2448805.500,41.50,9,7.88,0.07,V
V992 Sco,2448806.500,42.50,8,8.00,0.10,V
V992 Sco,2448807.500,43.50,10,7.92,0.09,V
V992 Sco,2448808.500,44.50,7,8.11,0.09,V
V992 Sco,2448809.500,45.50,10,8.82,0.15,V
V992 Sco,2448810.500,46.50,5,9.46,0.07,V
V992 Sco,2448811.500,47.50,2,9.60,0.11,V
V992 Sco,2448812.500,48.50,5,9.76,0.07,V
V992 Sco,2448813.500,49.50,4,9.70,0.08,V
V992 Sco,2448814.500,50.50,6,9.62,0.06,V
V992 Sco,2448815.500,51.50,5,9.04,0.16,V
V992 Sco,2448816.500,52.50,3,8.73,0.19,V
V992 Sco,2448817.500,53.50,5,8.58,0.12,V
V992 Sco,2448818.500,54.50,7,8.71,0.15,V
V992 Sco,2448819.500,55.50,12,8.40,0.08,V
V992 Sco,2448820.500,56.50,9,8.47,0.08,V
V992 Sco,2448821.500,57.50,10,8.89,0.03,V
V992 Sco,2448822.500,58.50,4,9.03,0.08,V
V992 Sco,2448823.500,59.50,10,9.27,0.04,V
V992 Sco,2448824.500,60.50,6,9.35,0.07,V
V992 Sco,2448825.500,61.50,8,9.45,0.11,V
V992 Sco,2448826.500,62.50,10,9.62,0.07,V
V992 Sco,2448827.500,63.50,7,9.64,0.06,V
V992 Sco,2448828.500,64.50,7,9.50,0.06,V
V992 Sco,2448829.500,65.50,7,9.51,0.08,V
V992 Sco,2448830.500,66.50,10,9.63,0.06,V
V992 Sco,2448831.500,67.50,9,9.59,0.06,V
V992 Sco,2448832.500,68.50,8,9.28,0.10,V
V992 Sco,2448833.500,69.50,9,8.87,0.09,V
V992 Sco,2448834.500,70.50,4,9.08,0.12,V
V992 Sco,2448835.500,71.50,10,8.70,0.09,V
V992 Sco,2448836.500,72.50,6,8.37,0.14,V
V992 Sco,2448837.500,73.50,6,8.15,0.07,V
V992 Sco,2448838.500,74.50,4,8.58,0.11,V
V992 Sco,2448839.500,75.50,5,7.92,0.07,V
V992 Sco,2448840.500,76.50,5,8.40,0.09,V
V992 Sco,2448841.500,77.50,4,8.33,0.08,V
V992 Sco,2448842.500,78.50,5,8.56,0.17,V
V992 Sco,2448843.500,79.50,1,9.10,0.15,V
V992 Sco,2448844.500,80.50,4,8.20,0.12,V
V992 Sco,2448845.500,81.50,1,9.20,0.15,V
V992 Sco,2448846.500,82.50,1,8.50,0.15,V
V992 Sco,2448847.500,83.50,3,8.63,0.11,V
V992 Sco,2448848.500,84.50,4,8.63,0.12,V
V992 Sco,2448849.500,85.50,3,8.73,0.24,V
V992 Sco,2448850.500,86.50,5,9.08,0.09,V
V992 Sco,2448851.500,87.50,6,8.78,0.18,V
